0	1809793
1	1662865
2	605820
3	1707841
4	253353
5	1896246
6	1490069
7	1127501
8	546164
9	887842
10	2208141
11	1283205
12	1328995
13	715019
14	1491694
15	1467535
16	1438647
17	1983890
18	322512
19	824503
20	768257
21	1295525
22	2079288
23	1199085
24	1063952
25	1341469
26	1604032
27	2252686
28	375563
29	810532
30	1263260
31	1456274
32	2016573
33	554999
34	1337187
35	459494
36	308989
37	743882
38	645486
39	801359
40	909688
41	1243079
42	1393494
43	1653601
44	1008078
45	518377
46	1664163
47	2150612
48	1812882
49	1560573
50	1056931
51	722875
52	1976539
53	1030304
54	2219020
55	440615
56	529331
57	786985
58	1068394
59	2530505
60	855786
61	849261
62	324258
63	1134362
64	1537360
65	2813788
66	2595678
67	1289588
68	1227605
69	142150
70	1512158
71	2209248
72	1018895
73	1202980
74	1091534
75	1880196
76	173575
77	315475
78	976216
79	1932436
80	2823240
81	647627
82	2288790
83	617274
84	1558750
85	1413260
86	1161158
87	368134
88	1545537
89	833115
90	827694
91	2339764
92	565087
93	1882346
94	1132115
95	1060585
96	2596678
97	1355605
98	835631
99	668312
100	588420
101	2217182
102	1598832
103	1715266
104	823365
105	365006
106	433477
107	1449781
108	542606
109	1193351
110	880159
111	872805
112	1161645
113	393341
114	723936
115	678726
116	943719
117	1535903
118	1074189
119	941490
120	1181372
121	746314
122	861391
123	1288995
124	1179574
125	906227
126	574075
127	928861
128	1163554
129	1247085
130	603643
131	2062610
132	928950
133	965354
134	1165768
135	856497
136	344772
137	519511
138	1330018
139	1623371
140	1096900
141	1152347
142	1334446
143	1328617
144	1051499
145	1146021
146	1451690
147	2004783
148	913269
149	752540
150	2103293
151	1085660
152	737740
153	221416
154	2151978
155	2516575
156	2143493
157	2246930
158	1489155
159	1485897
160	447633
161	968069
162	1754930
163	287443
164	1035894
165	713811
166	1368781
167	1930385
168	1119061
169	1225653
170	1415640
171	1707402
172	1562555
173	429443
174	209708
175	1380572
176	1491822
177	1838637
178	497513
179	235883
180	2780521
181	1385609
182	1770286
183	2054193
184	917723
185	1577703
186	1558449
187	1001214
188	362886
189	2077057
190	1505359
191	1415395
192	459026
193	2277846
194	2377580
195	2126225
196	626960
197	1543824
198	1057404
199	233110
200	782963
201	1146733
202	176242
203	822781
204	968503
205	708875
206	1988132
207	1136498
208	1859424
209	1874598
210	1587324
211	1855365
212	1874175
213	926939
214	407352
215	1260092
216	617447
217	1900548
218	1455738
219	951460
220	662448
221	448574
222	804407
223	725750
224	933431
225	1050548
226	997919
227	905753
228	1764412
229	1640649
230	2096454
231	2131174
232	1374103
233	921753
234	1438089
235	1844744
236	1770229
237	591281
238	1466780
239	1315284
240	2331863
241	1132032
242	454042
243	914149
244	2236869
245	965283
246	1599266
247	571650
248	1492960
249	2493419
250	1532981
251	2648702
252	501776
253	1147819
254	1715955
255	1694315
256	1105259
257	2113551
258	1441919
259	1144863
260	679462
261	2011588
262	1603050
263	919011
264	408452
265	2505136
266	2514496
267	1516888
268	1438981
269	1946276
270	1817489
271	1544532
272	532742
273	1667264
274	1829272
275	2170436
276	2538042
277	853206
278	707086
279	1589366
280	2100663
281	530614
282	1267820
283	2648307
284	987502
285	565511
286	1193688
287	1317026
288	1015872
289	789699
290	1888471
291	719917
292	1553584
293	544659
294	1361755
295	735257
296	1035298
297	469004
298	758171
299	1968866
300	1109450
301	629713
302	627785
303	1906737
304	1015923
305	536019
306	2367069
307	759540
308	2548198
309	1318908
310	1849784
311	1524844
312	1614823
313	2179855
314	2305688
315	396528
316	1526306
317	2091739
318	1383604
319	1439337
320	491219
321	1856006
322	2405625
323	831793
324	1034154
325	2055246
326	330259
327	1463599
328	950354
329	338968
330	659935
331	147289
332	954124
333	835414
334	2153195
335	2363305
336	1220103
337	936049
338	429624
339	250105
340	1202190
341	214885
342	1033903
343	977815
344	1015261
345	1656057
346	1025895
347	2105884
348	1095729
349	576298
350	1010113
351	763026
352	1189604
353	791197
354	1003606
355	1420413
356	1446595
357	1108217
358	1835965
359	289209
360	1527933
361	147913
362	1761263
363	821164
364	1504899
365	1044490
366	631702
367	511241
368	1057871
369	1590553
370	1170123
371	580210
372	762868
373	1112609
374	1025291
375	1306727
376	1886172
377	1949817
378	1675260
379	934868
380	1585593
381	594223
382	1193381
383	1514457
384	1301009
385	535882
386	1034518
387	419459
388	1236467
389	1755056
390	177650
391	699821
392	1729211
393	1789222
394	946877
395	884511
396	2312120
397	397689
398	863223
399	1677971
400	1844589
401	2967691
402	1623240
403	1619717
404	1729860
405	882398
406	730930
407	557853
