0	1913717
1	1873774
2	351883
3	1727607
4	402309
5	1830103
6	1493792
7	1261727
8	877657
9	1094767
10	1983557
11	1287281
12	1022406
13	1065817
14	1612514
15	1356166
16	1577158
17	1925416
18	384811
19	1206302
20	939361
21	1338119
22	2018304
23	1391850
24	1297503
25	1166368
26	1420626
27	2249602
28	398260
29	595939
30	1220272
31	1423408
32	1749227
33	427727
34	1389508
35	681620
36	404147
37	844328
38	507828
39	716358
40	685510
41	1420550
42	1571927
43	1689911
44	1131660
45	551525
46	1749541
47	2324794
48	1808636
49	1598443
50	962750
51	996205
52	2075428
53	1077323
54	2056944
55	592113
56	514945
57	1151572
58	868861
59	2716724
60	939050
61	685772
62	223093
63	1018313
64	1310670
65	2789331
66	2473431
67	1072342
68	1065474
69	172601
70	1346392
71	2001953
72	638408
73	1483505
74	933573
75	1630646
76	183819
77	286380
78	612252
79	1826031
80	2491386
81	839321
82	2122732
83	456525
84	1443991
85	1497448
86	1243655
87	22811
88	1177131
89	928491
90	482090
91	2431637
92	611587
93	2089944
94	861755
95	1228006
96	2437492
97	877411
98	782208
99	747653
100	853777
101	2385538
102	1604000
103	1103977
104	641760
105	350731
106	444774
107	1419914
108	580326
109	1141852
110	953940
111	930018
112	1158936
113	478307
114	735955
115	478078
116	896383
117	1678848
118	963748
119	1003172
120	1316767
121	762847
122	934559
123	1088529
124	1123820
125	702152
126	479830
127	417365
128	974790
129	1181674
130	863215
131	1888185
132	900484
133	823736
134	1382077
135	1393950
136	298062
137	415213
138	741987
139	1261718
140	1110796
141	1215097
142	1399613
143	1463866
144	872538
145	871473
146	1692021
147	1761705
148	883805
149	662523
150	2050278
151	1238376
152	580196
153	584306
154	1538011
155	2228200
156	2170088
157	1829474
158	1105610
159	1448399
160	515245
161	1069647
162	1692787
163	107779
164	1175153
165	613404
166	1253067
167	2082129
168	1008583
169	1390420
170	1259171
171	1532504
172	1297525
173	869430
174	764352
175	1272026
176	1443973
177	1854211
178	682296
179	409930
180	2491119
181	1247694
182	1535535
183	1847587
184	975171
185	1730729
186	1514829
187	1267026
188	186778
189	1951846
190	1552915
191	1420119
192	329942
193	2704627
194	2474065
195	2002486
196	723890
197	1532184
198	1242705
199	424821
200	683911
201	837369
202	405810
203	781952
204	1070073
205	376697
206	1610639
207	1163935
208	2247751
209	2453656
210	1870920
211	1458065
212	1619480
213	891145
214	378508
215	910525
216	763557
217	2223745
218	1762028
219	925657
220	1036983
221	724811
222	381474
223	742873
224	741281
225	1138511
226	1406959
227	944135
228	1594643
229	1593878
230	2040256
231	1998731
232	1167824
233	1127788
234	1432083
235	1882661
236	1690320
237	616456
238	1262681
239	1342260
240	2309294
241	1027594
242	718517
243	871084
244	2108568
245	843246
246	1500682
247	473321
248	1597633
249	2601013
250	1638586
251	2723963
252	593934
253	1189802
254	1754799
255	1657202
256	1088979
257	1745025
258	1717213
259	1375231
260	903664
261	2022280
262	1529390
263	659110
264	411381
265	2651806
266	2666063
267	1545115
268	1446104
269	1914603
270	1818978
271	1516376
272	283088
273	1797202
274	2019515
275	1989663
276	2476594
277	675423
278	909538
279	1447468
280	1586398
281	266330
282	1266071
283	2530093
284	1245669
285	659101
286	986110
287	950480
288	1041284
289	748139
290	1968828
291	706279
292	1509306
293	346683
294	1399939
295	807145
296	980845
297	670148
298	721242
299	1908039
300	1130966
301	580263
302	490585
303	2011445
304	764426
305	666178
306	2390576
307	745111
308	2575947
309	1498882
310	1937056
311	1755126
312	1636724
313	2065928
314	2336655
315	325975
316	1608874
317	1626169
318	1260899
319	1886877
320	434715
321	1308527
322	2116215
323	1038504
324	1254987
325	1934648
326	217414
327	1365057
328	831434
329	286962
330	679463
331	139128
332	815902
333	887608
334	2086505
335	2371246
336	1036673
337	1029913
338	357333
339	332768
